country_unep,household_year,household_region,household_kg_per_capita_year,household_tonnes_year,household_confidence,food_service_year,food_service_kg_per_capita_year,food_service_tonnes_year,food_service_confidence,retail_year,retail_kg_per_capita_year,retail_tonnes_year,retail_confidence,average_temperature,temperature_year,temperature_unit,income_year,income_region,income_group,income_lending_category,gdp_per_capita_year,gdp_per_capita,population_density_year,population_density,tourism_arrivals_year,tourism_arrivals,access_to_electricity_year,access_to_electricity,total_population_year,total_population,total_food_waste_kg_per_capita_year,total_food_waste_tonnes_year,household_share_pct,food_service_share_pct,retail_share_pct,main_contributing_sector,tourists_per_resident,income_rank,population_size_category,temperature_band,gdp_per_capita_category,coverage_score,sector_share_total,log_gdp_per_capita,log_population_density,log_tourism_arrivals,log_total_population
Cabo Verde,2024,Sub-Saharan Africa,89,52584.0,Low Confidence,2024,31,18371.0,Very Low Confidence,2024,10,5710.0,Very Low Confidence,23.08,2024.0,Celsius,2024.0,Sub-Saharan Africa,Upper Middle Income,Blend,2024.0,5192.48157325878,2023.0,129.610669975186,2020.0,180000.0,2023.0,98.6,2024.0,524877.0,130,76665.0,68.59,23.96,7.45,Household,0.34,3.0,Very Small (<1M),Warm (20°C-25°C),Lower-Middle GDP per Capita,9,100.0,8.555159574622442,4.872220913161956,12.100717685412471,13.170921133616742
Cameroon,2024,Sub-Saharan Africa,89,2487472.0,Low Confidence,2024,31,869046.0,Very Low Confidence,2024,10,270110.0,Very Low Confidence,25.03,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,Blend,2024.0,1830.00833684727,2023.0,60.0213386642973,2019.0,1021000.0,2023.0,72.0,2024.0,29123744.0,130,3626628.0,68.59,23.96,7.45,Household,0.04,2.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,7.512622097830322,4.111223617171408,13.836294076578252,17.18706437879298
Central African Republic,2024,Sub-Saharan Africa,92,513353.0,Low Confidence,2024,31,173747.0,Very Low Confidence,2024,10,54003.0,Very Low Confidence,25.42,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,516.160999996036,2023.0,8.27060419275097,2019.0,87000.0,2023.0,17.6,2024.0,5330690.0,133,741103.0,69.27,23.44,7.29,Household,0.02,1.0,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.248354238014377,2.226848554665361,11.373674891823535,15.488991431266236
Chad,2024,Sub-Saharan Africa,92,1630217.0,Low Confidence,2024,31,551755.0,Very Low Confidence,2024,10,171492.0,Very Low Confidence,27.49,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,961.55975562506,2023.0,15.342331639136,2020.0,10399.9996185303,2023.0,12.0,2024.0,20299123.0,133,2353464.0,69.27,23.44,7.29,Household,0.0,1.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.8695961480011185,2.793758774425431,9.24965719767688,16.82608829037155
Comoros,2024,Sub-Saharan Africa,89,74865.0,Low Confidence,2024,31,26155.0,Very Low Confidence,2024,10,8129.0,Very Low Confidence,24.37,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IDA,2024.0,1662.75663312504,2023.0,456.951638903815,2020.0,7000.0,2023.0,89.8,2024.0,866628.0,130,109149.0,68.59,23.96,7.45,Household,0.01,2.0,Very Small (<1M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,7.416833356553389,6.1267635866258985,8.853808274977197,13.672366251840659
Congo,2024,Sub-Saharan Africa,89,532075.0,Low Confidence,2024,31,185891.0,Very Low Confidence,2024,10,57777.0,Very Low Confidence,24.37,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,Blend,2024.0,2482.2489948456,2023.0,18.1050805270864,2018.0,158000.0,2023.0,51.3,2024.0,6332961.0,130,775743.0,68.59,23.96,7.45,Household,0.02,2.0,Small (1M-10M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,7.817323060321639,2.949954295864406,11.970356641102999,15.66127861516476
Côte d’Ivoire,2024,Sub-Saharan Africa,89,2509753.0,Low Confidence,2024,31,876830.0,Very Low Confidence,2024,10,272529.0,Very Low Confidence,,,,2024.0,Sub-Saharan Africa,Lower Middle Income,Blend,2024.0,2727.8935220697,2023.0,98.0052012578616,2020.0,668000.0,2023.0,72.4,2024.0,31934230.0,130,3659112.0,68.59,23.96,7.45,Household,0.02,2.0,Medium (10M-50M),,Low GDP per Capita,8,100.0,7.911651502750263,4.595172386712718,13.41204494952365,17.279189064525063
Dem. Rep. of the Congo,2024,Sub-Saharan Africa,62,6147778.0,Medium Confidence,2024,31,3082918.0,Very Low Confidence,2024,10,958207.0,Very Low Confidence,,,,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,649.383338556725,2023.0,46.6640484329856,2016.0,351000.0,2023.0,22.1,2024.0,109276265.0,103,10188903.0,60.34,30.26,9.4,Household,0.0,1.0,Very Large (>100M),,Low GDP per Capita,8,100.0,6.477561940680267,3.864177412103878,12.768544351446794,18.509389784096097
Djibouti,2024,Sub-Saharan Africa,89,99820.0,Low Confidence,2024,31,34874.0,Very Low Confidence,2024,10,10839.0,Very Low Confidence,28.6,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Lower Middle Income,IDA,2024.0,3552.72335079222,2023.0,49.7387402933563,,,2023.0,65.2,2024.0,1168722.0,130,145533.0,68.59,23.96,7.45,Household,,2.0,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,8,100.0,8.17575116403937,3.926689727165201,,13.97142225771391
Equatorial Guinea,2024,Sub-Saharan Africa,90,150824.0,Low Confidence,2024,31,51634.0,Very Low Confidence,2024,15,25652.0,Very Low Confidence,24.76,2024.0,Celsius,2024.0,Sub-Saharan Africa,Upper Middle Income,IBRD,2024.0,6745.40013244916,2023.0,65.8662745098039,,,2023.0,66.9,2024.0,1892516.0,136,228110.0,66.12,22.64,11.25,Household,,3.0,Small (1M-10M),Warm (20°C-25°C),Lower-Middle GDP per Capita,8,100.01,8.816764327893,4.202694722083862,,14.453418247080345
Eritrea,2024,Sub-Saharan Africa,92,338555.0,Low Confidence,2024,31,114586.0,Very Low Confidence,2024,10,35615.0,Very Low Confidence,26.87,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,,,2023.0,28.638732049164,2016.0,142000.0,2023.0,54.4,2024.0,3535603.0,133,488756.0,69.27,23.44,7.29,Household,0.04,1.0,Small (1M-10M),Hot (25°C-30°C),,8,100.0,,3.3890820211445796,11.863589378812122,15.07839470551799
Eswatini,2024,Sub-Saharan Africa,89,106950.0,Low Confidence,2024,31,37365.0,Very Low Confidence,2024,10,11613.0,Very Low Confidence,,,,2024.0,Sub-Saharan Africa,Lower Middle Income,Blend,2024.0,3909.55892378182,2023.0,71.5410465116279,2020.0,345299.987792969,2023.0,86.4,2024.0,1242822.0,130,155928.0,68.59,23.96,7.45,Household,0.28,2.0,Small (1M-10M),,Low GDP per Capita,8,100.0,8.271435590022204,4.284152560434286,12.75217174405447,14.032895962927789
Ethiopia,2024,Sub-Saharan Africa,69,8543382.0,Medium Confidence,2024,31,3841737.0,Very Low Confidence,2024,10,1194057.0,Very Low Confidence,23.75,2024.0,Celsius,2024.0,Sub-Saharan Africa,,IDA,2024.0,1133.88279681719,2023.0,114.037952012,2020.0,518000.0,2023.0,55.4,2024.0,132059767.0,110,13579176.0,62.92,28.29,8.79,Household,0.0,,Very Large (>100M),Warm (20°C-25°C),Low GDP per Capita,8,100.0,7.034284661867409,4.745262091415107,13.157732451741687,18.698765165951933
Gabon,2024,Sub-Saharan Africa,90,215849.0,Low Confidence,2024,31,73896.0,Very Low Confidence,2024,15,36711.0,Very Low Confidence,25.25,2024.0,Celsius,2024.0,Sub-Saharan Africa,Upper Middle Income,IBRD,2024.0,8230.04311451151,2023.0,9.64329956921644,,,2023.0,94.1,2024.0,2538952.0,136,326456.0,66.12,22.64,11.25,Household,,3.0,Small (1M-10M),Hot (25°C-30°C),Lower-Middle GDP per Capita,8,100.01,9.015668031023743,2.3649305457281287,,14.747262349290589
Gambia,2024,Sub-Saharan Africa,92,249316.0,Low Confidence,2024,31,84382.0,Very Low Confidence,2024,10,26227.0,Very Low Confidence,29.15,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,871.340291776294,2023.0,266.5854743083,2020.0,246000.0,2023.0,66.9,2024.0,2759988.0,133,359925.0,69.27,23.44,7.29,Household,0.09,1.0,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.77117959064676,5.589439045421669,12.413090879946887,14.830737252178144
Ghana,2024,Sub-Saharan Africa,84,2812571.0,High Confidence,2024,31,1042481.0,Very Low Confidence,2024,10,324015.0,Very Low Confidence,28.27,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IDA,2024.0,2390.77237652715,2023.0,148.49676310689,2015.0,897000.0,2023.0,89.5,2024.0,34427414.0,125,4179067.0,67.3,24.95,7.75,Household,0.03,2.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,7.779789950227755,5.007274741137415,13.706812255867513,17.35436375262387
Guinea,2024,Sub-Saharan Africa,89,1235269.0,Low Confidence,2024,31,431565.0,Very Low Confidence,2024,10,134135.0,Very Low Confidence,26.59,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IDA,2024.0,1694.95375862193,2023.0,58.6255412664822,2017.0,99000.0,2023.0,51.1,2024.0,14754785.0,130,1800969.0,68.59,23.96,7.45,Household,0.01,2.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,7.436000551016668,4.088084027011867,11.502885230075814,16.507078062695882
Guinea-Bissau,2024,Sub-Saharan Africa,92,194117.0,Low Confidence,2024,31,65700.0,Very Low Confidence,2024,10,20420.0,Very Low Confidence,28.68,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,1007.74151728028,2023.0,76.5767780938834,2019.0,52400.0015258789,2023.0,40.5,2024.0,2201352.0,133,280237.0,69.27,23.44,7.29,Household,0.02,1.0,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.916458810409054,4.351268131037066,10.866680983215772,14.604582729293545
Kenya,2024,Sub-Saharan Africa,81,4351168.0,Medium Confidence,2024,31,1682356.0,Medium Confidence,2024,11,592374.0,Medium Confidence,25.55,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,Blend,2024.0,2132.43452097647,2023.0,95.2681371231706,2019.0,2049000.0,2023.0,76.2,2024.0,56432944.0,123,6625898.0,65.67,25.39,8.94,Household,0.04,2.0,Large (50M-100M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,7.665488411262526,4.567137393059082,14.532862915263866,17.848563677135736
Lesotho,2024,Sub-Saharan Africa,89,205878.0,Low Confidence,2024,31,71927.0,Very Low Confidence,2024,10,22356.0,Very Low Confidence,12.83,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IDA,2024.0,971.90771824829,2023.0,76.135441370224,2019.0,1142000.0,2023.0,57.3,2024.0,2337423.0,130,300161.0,68.59,23.96,7.45,Household,0.49,2.0,Small (1M-10M),Cool (10°C-20°C),Low GDP per Capita,9,100.0,6.880289235188982,4.3455628554962,13.948292544854452,14.664560026247424
Liberia,2024,Sub-Saharan Africa,92,487593.0,Low Confidence,2024,31,165028.0,Very Low Confidence,2024,10,51293.0,Very Low Confidence,25.89,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,851.497723870206,2023.0,57.0289763289037,,,2023.0,32.5,2024.0,5612817.0,133,703914.0,69.27,23.44,7.29,Household,,1.0,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,8,100.0,6.748170539207135,4.060942477669596,,15.540563468670333
Madagascar,2024,Sub-Saharan Africa,92,2724081.0,Low Confidence,2024,31,921980.0,Very Low Confidence,2024,10,286562.0,Very Low Confidence,23.09,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,544.987501003384,2023.0,53.6196837401169,2020.0,87099.9984741211,2023.0,39.4,2024.0,31964956.0,133,3932623.0,69.27,23.44,7.29,Household,0.0,1.0,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,6.302596083547686,4.000394325844191,11.374823626312445,17.280150766960723
Malawi,2024,Sub-Saharan Africa,92,1877693.0,Low Confidence,2024,31,635515.0,Very Low Confidence,2024,10,197525.0,Very Low Confidence,22.94,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,522.570393642547,2023.0,223.84898175647,2018.0,871000.0,2023.0,15.6,2024.0,21655286.0,133,2710733.0,69.27,23.44,7.29,Household,0.04,1.0,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,6.2606714885916785,5.415428984660632,13.677398403939607,16.890760185833273
Mali,2024,Sub-Saharan Africa,92,2078251.0,Low Confidence,2024,31,703395.0,Very Low Confidence,2024,10,218623.0,Very Low Confidence,29.71,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,1094.61949265799,2023.0,19.4798572353486,2019.0,217000.0,2023.0,54.5,2024.0,24478595.0,133,3000269.0,69.27,23.44,7.29,Household,0.01,1.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.999075228995885,3.019441829216766,12.28765724080691,17.01330966102248
Mauritania,2024,Sub-Saharan Africa,89,422451.0,Low Confidence,2024,31,147591.0,Very Low Confidence,2024,10,45873.0,Very Low Confidence,29.39,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IDA,2024.0,2110.12036938187,2023.0,4.87284466867178,,,2023.0,50.3,2024.0,5169395.0,130,615915.0,68.59,23.96,7.45,Household,,2.0,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,8,100.0,7.654974066299417,1.7703391278118983,,15.458266411806708
Mauritius,2024,Sub-Saharan Africa,90,117408.0,Low Confidence,2024,31,40194.0,Very Low Confidence,2024,15,19968.0,Very Low Confidence,24.11,2024.0,Celsius,2024.0,Sub-Saharan Africa,Upper Middle Income,IBRD,2024.0,11990.7798944837,2023.0,625.261392088132,2020.0,316000.0,2023.0,100.0,2024.0,1245779.0,136,177570.0,66.12,22.64,11.25,Household,0.25,3.0,Small (1M-10M),Warm (20°C-25°C),Lower-Middle GDP per Capita,9,100.01,9.39197668525139,6.439767843192714,12.663500657121004,14.035272397732074
Mayotte,2024,Sub-Saharan Africa,93,30536.0,Very Low Confidence,2024,23,7530.0,Very Low Confidence,2024,14,4751.0,Very Low Confidence,25.52,2024.0,Celsius,,,,,,,,,,,,,,,130,42817.0,71.32,17.59,11.1,Household,,,,Hot (25°C-30°C),,3,100.01,,,,
Mozambique,2024,Sub-Saharan Africa,92,3033197.0,Low Confidence,2024,31,1026601.0,Very Low Confidence,2024,10,319080.0,Very Low Confidence,24.79,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,656.776824637306,2023.0,42.7721457819375,2019.0,2033000.0,2023.0,36.0,2024.0,34631766.0,133,4378878.0,69.27,23.44,7.29,Household,0.06,1.0,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,6.48886570150966,3.7789976740344646,14.525023584494278,17.36028194019959
Namibia,2024,Sub-Saharan Africa,90,232106.0,Low Confidence,2024,31,79461.0,Very Low Confidence,2024,15,39476.0,Very Low Confidence,20.53,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IBRD,2024.0,4413.12752211572,2023.0,3.59909023551847,2020.0,187100.006103516,2023.0,56.7,2024.0,3030131.0,136,351043.0,66.12,22.64,11.25,Household,0.06,2.0,Small (1M-10M),Warm (20°C-25°C),Low GDP per Capita,9,100.01,8.39256547677447,1.5258585090477281,12.139403889604838,14.924116740893089
Niger,2024,Sub-Saharan Africa,92,2411286.0,Low Confidence,2024,31,816112.0,Very Low Confidence,2024,10,253657.0,Very Low Confidence,28.34,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,735.270255787226,2023.0,20.6519831057077,2020.0,85000.0,2023.0,20.1,2024.0,27032412.0,133,3481055.0,69.27,23.44,7.29,Household,0.0,1.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.601597246692236,3.0750970486696803,11.350418300109132,17.112547185448367
Nigeria,2024,Sub-Saharan Africa,113,24791826.0,Medium Confidence,2024,31,6804776.0,Very Low Confidence,2024,10,2115003.0,Very Low Confidence,27.72,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,Blend,2024.0,1084.16041805436,2023.0,250.20910328623,2016.0,5265000.0,2023.0,61.2,2024.0,232679478.0,154,33711605.0,73.54,20.19,6.27,Household,0.02,2.0,Very Large (>100M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.989483105787062,5.526285673134195,15.476591893483718,19.26517243787763
Réunion,2024,Sub-Saharan Africa,93,89759.0,Very Low Confidence,2024,23,22133.0,Very Low Confidence,2024,14,13966.0,Very Low Confidence,,,,,,,,,,,,,,,,,,130,125858.0,71.32,17.59,11.1,Household,,,,,,2,100.01,,,,
Rwanda,2024,Sub-Saharan Africa,141,1937761.0,Medium Confidence,2024,31,429074.0,Very Low Confidence,2024,10,133361.0,Very Low Confidence,19.51,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,999.65456165547,2023.0,565.645358735306,2019.0,1634000.0,2023.0,63.9,2024.0,14256567.0,182,2500196.0,77.5,17.16,5.33,Household,0.11,1.0,Medium (10M-50M),Cool (10°C-20°C),Low GDP per Capita,9,99.99,6.908409626505564,6.339733638437403,14.306542166397001,16.472728270772198
Saint Helena,2024,Sub-Saharan Africa,93,925.0,Very Low Confidence,2024,23,228.0,Very Low Confidence,2024,14,144.0,Very Low Confidence,,,,,,,,,,,,,,,,,,130,1297.0,71.32,17.58,11.1,Household,,,,,,2,100.0,,,,
Sao Tome and Principe,2024,Sub-Saharan Africa,89,20499.0,Low Confidence,2024,31,7162.0,Very Low Confidence,2024,10,2226.0,Very Low Confidence,24.66,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IDA,2024.0,3490.56883486557,2023.0,240.490625,2018.0,33400.0015258789,2023.0,81.3,2024.0,235536.0,130,29887.0,68.59,23.96,7.45,Household,0.14,2.0,Very Small (<1M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,8.158106437075446,5.48683065246334,10.416341164319984,12.369623292624269
Senegal,2024,Sub-Saharan Africa,77,1328487.0,Medium Confidence,2024,31,539300.0,Very Low Confidence,2024,10,167621.0,Very Low Confidence,29.67,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IDA,2024.0,1773.21829923448,2023.0,93.8948371682335,2017.0,1376000.0,2023.0,74.2,2024.0,18501984.0,118,2035408.0,65.27,26.5,8.24,Household,0.07,2.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.01,7.48111521010977,4.552769301272278,14.134692024219348,16.733388581589907
Seychelles,2024,Sub-Saharan Africa,183,20089.0,Medium Confidence,2024,26,2845.0,Very Low Confidence,2024,11,1255.0,Very Low Confidence,27.57,2024.0,Celsius,2024.0,Sub-Saharan Africa,High Income,IBRD,2024.0,17858.8226383978,2023.0,260.376086956522,2020.0,124500.0,2023.0,100.0,2024.0,121354.0,220,24189.0,83.05,11.76,5.19,Household,1.03,4.0,Very Small (<1M),Hot (25°C-30°C),Upper-Middle GDP per Capita,9,100.0,9.790308923720364,5.565960316349512,11.732069026983156,11.70647541343736
Sierra Leone,2024,Sub-Saharan Africa,92,792109.0,Low Confidence,2024,31,268093.0,Very Low Confidence,2024,10,83327.0,Very Low Confidence,27.22,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,806.654650417726,2023.0,117.214075921308,2019.0,71000.0,2023.0,35.5,2024.0,8642022.0,133,1143529.0,69.27,23.44,7.29,Household,0.01,1.0,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.694134554304839,4.772497183510531,11.170449240431308,15.972147256891441
Somalia,2024,Sub-Saharan Africa,92,1619177.0,Low Confidence,2024,31,548019.0,Very Low Confidence,2024,10,170331.0,Very Low Confidence,27.1,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,629.538899449007,2023.0,29.2642187649441,,,2023.0,50.3,2024.0,19009151.0,133,2337527.0,69.27,23.44,7.29,Household,,1.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,8,100.0,6.446574849693765,3.4099661158581345,,16.760431105368642
South Africa,2024,Sub-Saharan Africa,47,2819981.0,Medium Confidence,2024,31,1851727.0,Very Low Confidence,2024,15,919927.0,Very Low Confidence,18.58,2024.0,Celsius,2024.0,Sub-Saharan Africa,Upper Middle Income,IBRD,2024.0,6267.186814093,2023.0,52.1085690262058,2020.0,3886600.09765625,2023.0,87.7,2024.0,64007187.0,93,5591635.0,50.43,33.12,16.45,Household,0.06,3.0,Large (50M-100M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0,8.743242407449925,3.97233829048642,15.173045579833389,17.97450594751737
South Sudan,2024,Sub-Saharan Africa,92,1003706.0,Low Confidence,2024,31,339709.0,Very Low Confidence,2024,10,105586.0,Very Low Confidence,,,,2024.0,Sub-Saharan Africa,Low Income,IDA,2015.0,1080.14718624765,2023.0,18.1719082809805,,,2023.0,5.4,2024.0,11943408.0,133,1449001.0,69.27,23.44,7.29,Household,,1.0,Medium (10M-50M),,Low GDP per Capita,7,100.0,6.985777965861507,2.9534460972769963,,16.295690136066025
Togo,2024,Sub-Saharan Africa,92,814188.0,Low Confidence,2024,31,275566.0,Very Low Confidence,2024,10,85649.0,Very Low Confidence,27.94,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,1119.38160509429,2023.0,171.067052767053,2020.0,482000.0,2023.0,59.2,2024.0,9515236.0,133,1175403.0,69.27,23.44,7.29,Household,0.05,1.0,Small (1M-10M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,7.021424625091847,5.147884242513846,13.085701467719382,16.068404966442124
Uganda,2024,Sub-Saharan Africa,110,5209076.0,Medium Confidence,2024,31,1471244.0,Very Low Confidence,2024,10,457280.0,Very Low Confidence,23.54,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,1077.91278452817,2023.0,242.65210951526,2020.0,473000.0,2023.0,51.5,2024.0,50015092.0,151,7137600.0,72.98,20.61,6.41,Household,0.01,1.0,Large (50M-100M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,6.983709132082204,5.495741427225604,13.06685278163674,17.727835377841856
United Rep. of Tanzania,2024,Sub-Saharan Africa,152,9960496.0,Medium Confidence,2024,31,2039502.0,Very Low Confidence,2024,10,633901.0,Very Low Confidence,23.21,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IDA,2024.0,1186.71691894531,2023.0,75.2061481146986,2019.0,1527000.0,2023.0,48.3,2024.0,68560157.0,193,12633899.0,78.84,16.14,5.02,Household,0.02,2.0,Large (50M-100M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,7.079788187812446,4.3334421433577575,14.238816239079403,18.0432221368019
Zambia,2024,Sub-Saharan Africa,78,1559958.0,Medium Confidence,2024,31,623371.0,Very Low Confidence,2024,10,193751.0,Very Low Confidence,22.07,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IDA,2024.0,1187.10943350064,2023.0,27.8776483407095,2020.0,502000.0,2023.0,51.1,2024.0,21314956.0,119,2377080.0,65.62,26.22,8.15,Household,0.02,2.0,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,99.99,7.080118611421476,3.36306788206334,13.126357390703754,16.874919590820745
Zimbabwe,2024,Sub-Saharan Africa,48,791249.0,Medium Confidence,2024,31,508163.0,Very Low Confidence,2024,8,136957.0,Medium Confidence,22.09,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,Blend,2024.0,2497.20332208763,2023.0,42.24071862479,2020.0,639000.0,2023.0,62.0,2024.0,16634373.0,87,1436369.0,55.09,35.38,9.53,Household,0.04,2.0,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,7.823327081323427,3.766782612077633,13.367661298303675,16.626981835226783
Armenia,2024,Western Asia,102,283222.0,Low Confidence,2024,29,81737.0,Very Low Confidence,2024,31,87469.0,Very Low Confidence,9.02,2024.0,Celsius,2024.0,Europe & Central Asia,Upper Middle Income,IBRD,2024.0,8556.21406956719,2023.0,105.119108748259,2020.0,375000.0,2023.0,100.0,2024.0,3033500.0,162,452428.0,62.6,18.07,19.33,Household,0.12,3.0,Small (1M-10M),Cold (<10°C),Lower-Middle GDP per Capita,9,100.0,9.05452995699975,4.664562130706746,12.834683971615659,14.925227956016652
Azerbaijan,2024,Western Asia,102,1055462.0,Low Confidence,2024,29,304604.0,Very Low Confidence,2024,31,325963.0,Very Low Confidence,14.21,2024.0,Celsius,2024.0,Europe & Central Asia,Upper Middle Income,IBRD,2024.0,7283.8499076179,2023.0,122.854906231095,2020.0,796000.0,2023.0,100.0,2024.0,10202830.0,162,1686029.0,62.6,18.07,19.33,Household,0.08,3.0,Medium (10M-50M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0,8.893552115481976,4.819110769451066,13.587355721107137,16.138175788764503
Bahrain,2024,Western Asia,132,193612.0,Medium Confidence,2024,24,35788.0,Very Low Confidence,2024,28,40450.0,Very Low Confidence,28.88,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",High Income,,2024.0,29653.5682731534,2023.0,1971.32375,2020.0,1909000.0,2023.0,100.0,2024.0,1588670.0,184,269850.0,71.75,13.26,14.99,Household,1.2,4.0,Small (1M-10M),Hot (25°C-30°C),Upper-Middle GDP per Capita,9,100.0,10.297371465851338,7.58696769511559,14.462090626542215,14.278408375623211
Cyprus,2024,Western Asia,71,88750.0,Eurostat,2024,30,37500.0,Eurostat,2024,56,70000.0,Eurostat,19.87,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,38674.29296875,2023.0,145.560173160173,2019.0,4117000.0,2023.0,100.0,2024.0,1358282.0,157,196250.0,45.22,19.11,35.67,Household,3.03,4.0,Small (1M-10M),Cool (10°C-20°C),High GDP per Capita,9,100.0,10.562956250558019,4.987436082421936,15.230635543647324,14.121731960087706
Georgia,2024,Western Asia,101,377643.0,Medium Confidence,2024,29,109963.0,Very Low Confidence,2024,31,117674.0,Very Low Confidence,10.39,2024.0,Celsius,2024.0,Europe & Central Asia,Upper Middle Income,IBRD,2024.0,9241.49122313713,2023.0,65.0037265124742,2020.0,1513000.0,2023.0,100.0,2024.0,3699557.0,161,605280.0,62.39,18.17,19.44,Household,0.41,3.0,Small (1M-10M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0,9.131566741190333,4.189711202742704,14.229605653708807,15.123723911019145
Iraq,2024,Western Asia,143,6378198.0,Medium Confidence,2024,30,1341832.0,Medium Confidence,2024,31,1400131.0,Very Low Confidence,24.06,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Upper Middle Income,IBRD,2024.0,6073.61032342708,2023.0,103.826155759795,,,2023.0,100.0,2024.0,46042015.0,204,9120161.0,69.94,14.71,15.35,Household,,3.0,Medium (10M-50M),Warm (20°C-25°C),Lower-Middle GDP per Capita,8,100.0,8.711873121859577,4.652303318608208,,17.645064928869715
